LOCATION,ITEM NO,ITEM DESCRIPTION,PACK,SIZE,ITEM WGT,WEEKLY MVMT,ITEM COST,CASES DAMAGED,COLOR_CASES DAMAGED,LINK_
A8-14-R-1596-714-0,\s191002,PADS ROTISSERIE CHIX MLAC 140,600,8X6,16,5.2,26.77,0,green,http://yourURL?LOCATION=
A8-153-L-1776-2598-0,\s829632,CUP COLD 16OZ JAZZ,20,50 CT,26,0.8,53.297,0,green,http://yourURL?LOCATION=
A8-153-L-1776-2598-36,\s623303,TUB LG GRANOLA SUPER NUTTY,12,10 OZ,8.5,6.6,19.825,2,red,http://yourURL?LOCATION=
A8-157-L-1776-2646-0,\s597293,WATER PURIFIED DRINKING 1L,15,33.8 OZ,34.35,19,3.7,0,green,http://yourURL?LOCATION=
A8-157-L-1776-2646-36,\s392703,TUB LG CORN CHIPS W/FLAX,12,7 OZ.,6.25,7.4,16.82,1,red,http://yourURL?LOCATION=
A8-157-R-1596-2646-0,\s84150,XYOGHURT BLOOD ORANGE,12,8 OZ,6.8,2.7,17.88,0,green,http://yourURL?LOCATION=
A8-162-L-1776-2706-0,\s563668,DRESSING BAKED SAGE,6,16 OZ,6,0,17.8,0,green,http://yourURL?LOCATION=
A8-162-L-1776-2706-36,\s563680,POTATOES AU GRATIN HPP,6,16 OZ,6,0,15.6,0,green,http://yourURL?LOCATION=
A8-162-R-1596-2706-60,\s634285,COOKIE MINIONS CHRISTMAS,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A8-167-L-1776-2766-36,\s911743,PRETZEL CRISP ASST DISPLAY,48,7.2 OZ,21.6,0,78.96,0,green,http://yourURL?LOCATION=
A8-167-R-1596-2766-0,\s830300,DIP RANCH,1,5#,5,48.6,2.58,0,green,http://yourURL?LOCATION=
A8-167-R-1596-2766-60,\s932547,TEA ICED WITH LEMON,9,64 OZ,36,1.8,9,0,green,http://yourURL?LOCATION=
A8-172-L-1776-2826-0,\s871367,FRUIT W/FIG & ALMOND AUSTRAIL,12,2.6 OZ,2,0,31.82,0,green,http://yourURL?LOCATION=
A8-172-L-1776-2826-36,\s924196,HAM SRIRACHA,8,2.2-2.7,20,0.2,3.29,0,green,http://yourURL?LOCATION=
A8-172-R-1596-2826-0,\s931280,TUB LG CHOC BARK DRK W/ALMONDS,12,8 OZ,6,2.3,27,0,green,http://yourURL?LOCATION=
A8-176-L-1776-2874-36,\s942445,KEFIR DRINK NF STRAWBERRY,6,32 OZ,12,4,13.4,0,green,http://yourURL?LOCATION=
A8-17-L-1776-774-0,\s822400,ICING STICKY BUN SCHMEER,1,41#,43,10.4,57.63,0,green,http://yourURL?LOCATION=
A8-17-L-1776-774-36,\s936158,LID CANDY/NUT/COOKIE TUB CLR,720,"6.7""DIA",21.7,19.4,61.56,0,green,http://yourURL?LOCATION=
A8-17-R-1596-774-0,\s552800,SOUP ITALIAN WEDDING,2,8#,16,58.4,1.715,0,green,http://yourURL?LOCATION=
A8-17-R-1596-774-60,\s464099,SACKS HANDLE UP-SAUTTERS MKT,300,1/6-70#,47,17.4,36.76,0,green,http://yourURL?LOCATION=
A8-195-L-1776-3138-0,\s868409,ORIGINAL COCOA TRUFFLES SHIPPR,48,7 OZ,21,0,120,0,green,http://yourURL?LOCATION=
A8-195-L-1776-3138-48,\s726595,BEAN DRY GREAT NORTHERN,4,27 OZ,7.3,0.5,12.02,0,green,http://yourURL?LOCATION=
A8-195-R-1596-3138-0,\s203602,BRAZIL NUTS WHOLE RAW,1,44#,44,11.2,374,0,green,http://yourURL?LOCATION=
A8-195-R-1596-3138-48,\s701600,SPAGHETTI SAUCE PLAIN,6,105 OZ,44,22.6,19.2208,0,green,http://yourURL?LOCATION=
A8-199-L-1776-3198-0,\s539477,COOKIE SANTA DECORATED,24,1.8 OZ,2.7,0,22.8,0,green,http://yourURL?LOCATION=
A8-199-L-1776-3198-48,\s926947,TURKEY RSTD PEPPER ABF,2,4#,8,2.2,4.65,0,green,http://yourURL?LOCATION=
A8-199-L-1776-3198-84,\s926996,CHICKEN BUFFALO  ABF,2,5#,10,2,4.89,0,green,http://yourURL?LOCATION=
A8-199-R-1596-3198-84,\s562410,PEANUTS SALTED MICHIGAN,12,10 OZ,7.5,0,31.68,0,green,http://yourURL?LOCATION=
A8-1-L-1776-390-36,\s371789,SOUP CHICKEN NOODLE LOW FAT,6,16 OZ,6,33.2,18.94,0,green,http://yourURL?LOCATION=
A8-1-R-1596-390-0,\s220300,HAM IMPORTED KRAKUS,3,11#,33,2146.2,3.18,0,green,http://yourURL?LOCATION=
A8-1-R-1596-390-60,\s766203,CHICKEN FRESH 8 PC CUT UP,16,3-3.3#,52,373.4,1.52,11,red,http://yourURL?LOCATION=
A8-202-L-1776-3246-0,\s448264,TUB MD CONVERSATION HEART,12,11 OZ,8.25,0,18.27,0,green,http://yourURL?LOCATION=
A8-202-L-1776-3246-48,\s100651,BRATWURST SMOKED,10,14 OZ,8.75,11.4,25,0,green,http://yourURL?LOCATION=
A8-202-L-1776-3246-84,\s930888,CRAB MEAT JUMBO LUMP,12,6 OZ,4.5,7.5,82.4,0,green,http://yourURL?LOCATION=
A8-202-R-1596-3246-0,\s925414,HAM HONEY,2,8#,16,1.6,2.79,0,green,http://yourURL?LOCATION=
A8-202-R-1596-3246-48,\s926940,TURKEY HICKORY SMKD ABF,2,8#,16,2.6,4.59,0,green,http://yourURL?LOCATION=
A8-202-R-1596-3246-84,\s931294,TUB LG BARK CHOC/PRTZL/M&M DRZ,12,8 OZ,6,3,27,0,green,http://yourURL?LOCATION=
A8-206-L-1776-3306-48,\s140939,MOZZARELLA LOAF- PART SKIM*,8,6.5#,52,84.4,1.957,0,green,http://yourURL?LOCATION=
A8-206-L-1776-3306-84,\s730760,DRSG PPK-BUTMILK RANCH,30,SHIPPER,46.75,0,57.6,0,green,http://yourURL?LOCATION=
A8-206-R-1596-3306-48,\s932533,TEA ICED RASPBERRY,9,64 OZ,36,0.6,9,0,green,http://yourURL?LOCATION=
A8-206-R-1596-3306-84,\s516823,TUB MD MELLOCREME MX VALENTINE,12,14 OZ,12,0,20.34,0,green,http://yourURL?LOCATION=
A8-209-L-1776-3366-0,\s753633,CHEESE COLBY JACK SHRED,12,8 OZ,6,3.8,30.48,0,green,http://yourURL?LOCATION=
A8-209-L-1776-3366-84,\s941878,CHOC BAR DARK 72% W/MINT,12,3 OZ,2.25,3.6,20.77,0,green,http://yourURL?LOCATION=
A8-209-R-1596-3366-0,\s448068,TUB PRETZELS YOGURT HOLIDAY,12,7 OZ,5.25,0,16.78,0,green,http://yourURL?LOCATION=
A8-209-R-1596-3366-84,\s879254,YOGURT GREEK CHOCOLATE STRWBRY,6,24 OZ,9,5.4,16.49,0,green,http://yourURL?LOCATION=
A8-20-L-1776-822-0,\s639147,NUT SNAX-KRI KRI CAJUN/CHILI,2,22#,44,11,52.4,0,green,http://yourURL?LOCATION=
A8-20-R-1596-822-0,\s155407,BUCKETS CHICKEN 8# HARVEST,200,130 OZ,29.3,0.3,77.1,0,green,http://yourURL?LOCATION=
A8-213-R-1596-3426-84,\s830550,DRINK SMOOTHIE CRANBERRY APPLE,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-216-L-1776-3474-0,\s909111,MILK ALMOND UNSWEET VAN,6,64 OZ,26.7,13.6,16.32,0,green,http://yourURL?LOCATION=
A8-216-L-1776-3474-48,\s830533,DRINK SMOOTHIE ORANGE DELIGHT,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-216-L-1776-3474-72,\s830516,DRINK SMOOTHIE GREEN MEGA,12,20 OZ,15,0,36,1,red,http://yourURL?LOCATION=
A8-216-R-1596-3474-0,\s830567,DRINK SMOOTHIE MANGO MADNESS,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-216-R-1596-3474-48,\s830601,DRINK SMOOTHIE BERRY BERRY,12,20 OZ,15,0,36,0,green,http://yourURL?LOCATION=
A8-216-R-1596-3474-72,\s764784,KOMBUCHA GROWLER BACK EAST,6,64 OZ,24,6.8,45,1,red,http://yourURL?LOCATION=
A8-219-L-1776-3534-0,\s394900,PROVOLONE CHEESE,2,5.5#,11,27,3.32,0,green,http://yourURL?LOCATION=
A8-219-L-1776-3534-48,\s360189,RICOTTA CHEESE FAT FREE,6,15 OZ,5.625,8.4,8.72,0,green,http://yourURL?LOCATION=
A8-219-L-1776-3534-72,\s935004,CHEESE LACY SWISS,2,5#,10,7,3.91,0,green,http://yourURL?LOCATION=
A8-219-R-1596-3534-0,\s920213,HUMMUS WHT BEAN W/PRETZELS,8,3.5 OZ,1.5,5,11.04,0,green,http://yourURL?LOCATION=
A8-23-L-1776-882-0,\s359067,KEFIR DRINK LF PEACH,6,32 OZ,12,79.4,13.4,0,green,http://yourURL?LOCATION=
A8-23-R-1596-882-0,\s925099,PRODUCE POUCH STEAMABLE,250,7X9X4,5.25,22.8,23,0,green,http://yourURL?LOCATION=
A8-23-R-1596-882-60,\s714583,PUMPKIN SHELLED PEPITA NATURAL,1,55#,55,35.8,82.5,0,green,http://yourURL?LOCATION=
A8-27-L-1776-942-36,\s827973,VARIEGATE BLUE COOKIE CREME,2,16#,32,4.8,53.12,0,green,http://yourURL?LOCATION=
A8-27-R-1596-942-0,\s906303,"CONT MICRO 9"" 3 CELL DIV",112,9X9X2.7,15.6,17.4,30.8,0,green,http://yourURL?LOCATION=
A8-31-L-1776-990-36,\s270785,BUTTER UNSALTED SOLIDS*,36,1#,36,22.6,2.7425,0,green,http://yourURL?LOCATION=
A8-32-L-1776-1002-0,\s899126,PAN LINER 24# QUILON 1-2 BAKES,1000,16X24,24.6,110,32,0,green,http://yourURL?LOCATION=
A8-32-L-1776-1002-36,\s906501,CONT- SQUARE PULP 48OZ,300,9X9,23.1,2.2,53.83,1,red,http://yourURL?LOCATION=
A8-32-R-1596-1002-0,\s104800,FETA CHEESE IN BRINE,1,30#,30,50.8,1.99,0,green,http://yourURL?LOCATION=
A8-32-R-1596-1002-60,\s597038,MUENSTER SQUARE YELLOW*,6,5#,30,4.3,1.7475,0,green,http://yourURL?LOCATION=
A8-36-L-1776-1050-0,\s582963,TURKEY BREAST O/R WITH BROTH,2,9-11#,20.9,227,2.1,0,green,http://yourURL?LOCATION=
A8-36-L-1776-1050-36,\s547300,CREME DROPS BULK,1,30#,30,4.2,39.5,0,green,http://yourURL?LOCATION=
A8-36-R-1596-1050-0,\s441387,TUB GUMMI PUMPKINS HALLOWEEN,12,13 OZ,9.75,8,21.86,0,green,http://yourURL?LOCATION=
A8-36-R-1596-1050-60,\s812800,GLAZE DONUT,1,40#,42,85.8,48.99,0,green,http://yourURL?LOCATION=
A8-39-L-1776-1098-36,\s832400,HONEY LIQUID,6,5#,38,7.2,91,0,green,http://yourURL?LOCATION=
A8-40-L-1776-1110-0,\s908565,ICING CHOC FUDGE READY ICE,1,40#,40,64.2,45.82,0,green,http://yourURL?LOCATION=
A8-40-L-1776-1110-36,\s675918,CHICKEN FRESH DRUMS & THIGHS,96,CT,40,398.6,0.5,0,green,http://yourURL?LOCATION=
A8-40-R-1596-1110-0,\s821100,ICING WHITE DONUT & ROLL,1,41#,43,7.8,58.63,1,red,http://yourURL?LOCATION=
A8-40-R-1596-1110-60,\s671200,BAGS PULL-N-PAK HDPE MORE MAT,3000,15X20,17.9,111.6,38.2,0,green,http://yourURL?LOCATION=
A8-43-L-1776-1158-36,\s577030,CONT CUPCAKE 4 COUNT LARGE,150,9X9X4,25,8.2,76.06,0,green,http://yourURL?LOCATION=
A8-44-L-1776-1170-36,\s714000,GLAZE STRAWBERRY,1,34#,36.5,15.6,22.8,0,green,http://yourURL?LOCATION=
A8-44-R-1596-1170-60,\s872136,FILLING CREAM CHEESE,12,2#,24,5.4,33.77,1,red,http://yourURL?LOCATION=
A8-48-L-1776-1218-36,\s235303,SWISS LORRAINE REDUCE FAT,2,5#,14,74.6,3.05,0,green,http://yourURL?LOCATION=
A8-49-R-1596-1230-0,\s582980,TURKEY PASTRAMI,4,4-5#,17.1,42.4,1.9,0,green,http://yourURL?LOCATION=
A8-4-L-1776-498-0,\s680521,ALMONDS RAW NPS 20/22,1,50#,50,13.2,181.625,0,green,http://yourURL?LOCATION=
A8-4-L-1776-498-36,\s909818,MARGARINE SOLIDS UNSALTED,30,1#,30,11.2,23.72,0,green,http://yourURL?LOCATION=
A8-4-R-1596-498-0,\s354103,CUPS DELI-FESTIVAL FOODS,500,12 OZ.,14,87.2,26.37,0,green,http://yourURL?LOCATION=
A8-4-R-1596-498-60,\s659343,CHEESE SAUCE CHEDDAR MILD,6,#10 CAN,39.75,38,29.26,0,green,http://yourURL?LOCATION=
A8-53-L-1776-1278-0,\s567255,MACARONI & CHEESE,4,5#,20,101.2,1.34,0,green,http://yourURL?LOCATION=
A8-53-L-1776-1278-36,\s630203,PICKLES SWEET MIXED CANDIED,1,256 OZ,21,74,22.84,0,green,http://yourURL?LOCATION=
A8-53-R-1596-1278-0,\s530614,BREAD CRUMBS PLAIN,12,15 OZ,12.5,4.6,12.42,0,green,http://yourURL?LOCATION=
A8-53-R-1596-1278-60,\s834574,HAM CHOPPED,4,10#,40,154.6,1.92,0,green,http://yourURL?LOCATION=
A8-56-L-1776-1326-36,\s838312,APPLES SLICED WATER PACK,6,#10 CAN,40.5,19.6,22.09,0,green,http://yourURL?LOCATION=
A8-57-L-1776-1338-0,\s101405,SOUR CHERRY BALLS,1,31#,31,45.8,30.54,1,red,http://yourURL?LOCATION=
A8-57-L-1776-1338-36,\s224600,TURKEY BREAST SMOKED,3,6.5#,19.5,155.4,3.63,0,green,http://yourURL?LOCATION=
A8-57-R-1596-1338-60,\s822800,TOPPING STREUSEL MIX,1,25#,27,28,33.78,0,green,http://yourURL?LOCATION=
A8-60-L-1776-1386-36,\s975661,BAGS PULL-N-PAK METRO GREEN,3000,15X20,20.2,17.2,38.2,0,green,http://yourURL?LOCATION=
A8-61-L-1776-1398-0,\s581042,BAGS ROLL PRODUCE - HORROCKS,2800,12X20,28.32,17,42.57,0,green,http://yourURL?LOCATION=
A8-61-L-1776-1398-36,\s863303,CORN WHOLE KERNEL GOLDEN YELL,6,#10 CAN,46.75,105.4,21.9623,0,green,http://yourURL?LOCATION=
A8-61-R-1596-1398-0,\s927143,COOKIES PUMPKIN SPICE SHIPPER,60,10.2 OZ,38.36,5,106.8,0,green,http://yourURL?LOCATION=
A8-61-R-1596-1398-60,\s765425,ALMONDS MEAL BLANCHED,1,25#,25,2.3,83.9773,0,green,http://yourURL?LOCATION=
A8-65-L-1776-1446-36,\s357422,POTATO MASHED WHIPPED,4,5#,20,571,0.8965,0,green,http://yourURL?LOCATION=
A8-66-L-1776-1458-36,\s617608,MILK ALMOND UNSWEETENED,6,48 OZ,18,169.6,18.42,0,green,http://yourURL?LOCATION=
A8-66-R-1596-1458-60,\s290629,HAM BLACK FOREST,3,4#,12,80.8,3.41,0,green,http://yourURL?LOCATION=
A8-70-L-1776-1506-0,\s924189,HAM CHERRYWOOD,8,2.2-2.7,20,4.2,3.29,0,green,http://yourURL?LOCATION=
A8-70-R-1596-1506-60,\s125836,MOZZARELLA /MUEN 70/30 SHRED*,6,5#,30,74.8,2.0035,0,green,http://yourURL?LOCATION=
A8-74-L-1776-1566-0,\s806886,SASAPARILLA,6,4 PK,35.4,14,16,0,green,http://yourURL?LOCATION=
A8-74-R-1596-1566-0,\s643063,"PAN ALUM 12"" PIZZA #319-30",250,"13""DIA",13,1,69.82,0,green,http://yourURL?LOCATION=
A8-74-R-1596-1566-60,\s273103,AMERICAN CHEESE YELLOW*,2,5#,10,22.4,1.7413,0,green,http://yourURL?LOCATION=
A8-78-L-1776-1626-0,\s701265,DESSERT MOUSSE COOKIES & CREAM,2,2.5#,5,364.8,12.525,0,green,http://yourURL?LOCATION=
A8-78-L-1776-1626-36,\s643031,PAN ALUM CAKE SQUARE,500,8X8X1.3,19.5,21.6,65.79,0,green,http://yourURL?LOCATION=
A8-78-R-1596-1626-60,\s234201,PEPPER RINGS MILD BANANA,1,5 GAL,45.6,8.2,22.16,0,green,http://yourURL?LOCATION=
A8-7-L-1776-594-36,\s355403,BOX DONUT WINDOW-FESTIVAL,100,11X8X4,21.2,30.6,36.52,0,green,http://yourURL?LOCATION=
A8-7-R-1596-594-0,\s119603,COLE SLAW SPECIAL PACKAGED,6,3#,18,27.6,23.85,1,red,http://yourURL?LOCATION=
A8-82-L-1776-1674-36,\s352903,BAGS BAKERY SLIDEZIP-FESTIVAL,1000,12X9X5,19.97,43.8,47.96,0,green,http://yourURL?LOCATION=
A8-83-L-1776-1686-0,\s649823,BOX PIE WINDOW VISIONS 9IN,100,9X9X2,12,1.8,34.18,0,green,http://yourURL?LOCATION=
A8-83-L-1776-1686-36,\s909825,SACKS KRAFT-DICKS MARKET,400,1/6 70#,50.84,10,33.1,2,red,http://yourURL?LOCATION=
A8-83-R-1596-1686-60,\s243603,FREEZER BAR ITALIAN ICE,8,16/2 OZ,16,4.8,15.04,0,green,http://yourURL?LOCATION=
A8-87-L-1776-1734-36,\s580300,CONT DONUT CLEAR HINGED 36112,200,12 CT,17.25,1.6,77.63,0,green,http://yourURL?LOCATION=
A8-87-R-1596-1734-0,\s618200,MAYONNAISE PAIL,1,4 GAL,32,19.8,56.65,0,green,http://yourURL?LOCATION=
A8-90-L-1776-1782-36,\s724045,OLIVE OIL XTRA VIRGIN,6,25.5 OZ,16.1,10.3,49.3,2,red,http://yourURL?LOCATION=
A8-91-L-1776-1794-0,\s640503,TOMATO PUREE SAPORITO SPR HVY,6,#10 CAN,46,5.8,25.57,0,green,http://yourURL?LOCATION=
A8-91-L-1776-1794-36,\s797196,STOCK CHICKEN,12,32 OZ,25.4,93,19.44,1,red,http://yourURL?LOCATION=
A8-91-R-1596-1794-0,\s889800,GLOVES POLY EMBOSSED SMALL,4,500 CT,11,75.6,14,0,green,http://yourURL?LOCATION=
A8-91-R-1596-1794-60,\s119436,COLBY JACK MINI HORN*,2,6#,12,585.4,2.1555,0,green,http://yourURL?LOCATION=
A8-94-L-1776-1842-36,\s886019,CALABRESE SALAME,12,8 OZ,6,11.8,43.98,0,green,http://yourURL?LOCATION=
A8-95-L-1776-1854-0,\s434900,ICING CLASSIC WHITE DONUT,1,40#,42,41,57.58,0,green,http://yourURL?LOCATION=
A8-95-R-1596-1854-0,\s122003,PEPPERONI SANDWICH STYLE,2,3#,6,163.8,3.24,0,green,http://yourURL?LOCATION=
A8-95-R-1596-1854-60,\s125736,MOZZARELLA LOAF 3%*,10,6#,60,14.2,1.6781,0,green,http://yourURL?LOCATION=
A8-99-L-1776-1902-36,\s836611,HAM CHOPPED 10%,5,10#,50,58.8,1.05,0,green,http://yourURL?LOCATION=
A9-101-L-2004-1926-0,\s176500,CHEDDAR GARLIC OV RST,2,5#,10,24.4,4.27,0,green,http://yourURL?LOCATION=
A9-101-L-2004-1926-84,\s670600,SACKS BROWN KRAFT SQUAT,500,1/8-57#,40,21.6,25.26,1,red,http://yourURL?LOCATION=
A9-103-R-1824-1950-0,\s835071,SALAMI HARD HOMELAND,4,5#,19.91,45,3.42,0,green,http://yourURL?LOCATION=
A9-103-R-1824-1950-48,\s617500,MAYONNAISE EXTRA HEAVY,4,128 OZ,33,23.8,28.58,0,green,http://yourURL?LOCATION=
A9-105-L-2004-1986-84,\s766037,GINGER ALE ORIGINAL 4 PK,6,4/12 OZ,33,18.8,26.2,0,green,http://yourURL?LOCATION=
A9-107-R-1824-2010-48,\s473616,RING MOLD SF PARFAIT RAINBOW,6,20 OZ.,8.5,63,6.6,0,green,http://yourURL?LOCATION=
A9-109-L-2004-2046-0,\s196835,SUNFLOWER SEED KERNELS SEA SLT,1,25#,25,7.6,30.94,0,green,http://yourURL?LOCATION=
A9-109-L-2004-2046-84,\s921025,BUTTER UNSALTED HALF STICKS,12,1#,12,18.8,43.47,1,red,http://yourURL?LOCATION=
A9-110-R-1824-2058-0,\s829093,SWISS CHEESE,2,8#,17.2,8.4,2.97,0,green,http://yourURL?LOCATION=
A9-113-L-2004-2094-0,\s604453,CHOC DOUBLE CRISP EGGS,1,30#,32,0,68.4,0,green,http://yourURL?LOCATION=
A9-113-L-2004-2094-84,\s683800,SACKS HAND DN-THANK YOU,300,1/7-70#,38,51.4,31.31,0,green,http://yourURL?LOCATION=
A9-115-R-1824-2118-0,\s686033,PUMPKIN SHELLED PEPITA RNSLT,1,20#,20,62.8,33.6,0,green,http://yourURL?LOCATION=
A9-115-R-1824-2118-48,\s600400,FILM PRODUCE 58 GA GREEN TINT,1,"15""5000",24.92,15.8,42.08,0,green,http://yourURL?LOCATION=
A9-118-L-2004-2154-0,\s928452,PROVOLONE,2,6#,12,0,3.89,0,green,http://yourURL?LOCATION=
A9-118-L-2004-2154-84,\s126436,MONT JACK/CHEDD 50/50 SHRED*,6,5#,30,166.2,1.9985,0,green,http://yourURL?LOCATION=
A9-122-L-2004-2214-0,\s390042,PASTEL REESES PEANUTBUTTER CUP,1,25#,25,0,89.5,0,green,http://yourURL?LOCATION=
A9-126-L-2004-2274-0,\s620800,CONT CUPCAKE CLEAR LBH6166,350,6 CT,21,4.4,38.49,0,green,http://yourURL?LOCATION=
A9-127-R-1824-2286-48,\s833636,CHERRIES MARA COLOSSAL W/STEM,4,GALLON,37.4,18.8,52.86,2,red,http://yourURL?LOCATION=
A9-130-L-2004-2322-84,\s851704,TOMATO DICED,12,28 OZ,23.2,31.2,9.73,0,green,http://yourURL?LOCATION=
A9-132-R-1824-2346-0,\s738506,BAGS FRIED CHICKEN 8PC,250,13X10+6,10.3,34.4,67.07,0,green,http://yourURL?LOCATION=
A9-135-L-2004-2382-84,\s921018,BUTTER SALTED HALF STICKS,12,1#,12,11.3,43.47,0,green,http://yourURL?LOCATION=
A9-137-R-1824-2406-0,\s869226,CONT PIE CLEAR HINGED SLP119,200,"9""HIGH",32,1,74.32,0,green,http://yourURL?LOCATION=
A9-137-R-1824-2406-48,\s416941,ORANGE JUICE W/CALCIUM,6,59 OZ,25.65,65,19.61,0,green,http://yourURL?LOCATION=
A9-140-L-2004-2442-0,\s360156,RICOTTA CHEESE LIGHT,6,15 OZ,5.625,12.4,8.72,2,red,http://yourURL?LOCATION=
A9-140-L-2004-2442-84,\s631403,KETCHUP SQUEEZE,30,20 OZ,44,36.6,56.39,0,green,http://yourURL?LOCATION=
A9-142-R-1824-2466-48,\s790000,PINEAPPLE TIDBITS,24,20 OZ,30,15,32.82,0,green,http://yourURL?LOCATION=
A9-145-L-2004-2502-0,\s450329,CHICKPEAS CHILI LEMON,1,25#,25,0.4,35,0,green,http://yourURL?LOCATION=
A9-145-L-2004-2502-84,\s551173,SACKS HAND UP-BURRITTS,500,1/6-70#,58,3.8,30.94,0,green,http://yourURL?LOCATION=
A9-146-R-1824-2514-0,\s583031,CHICKEN BREAST BUFFALO STYLE,2,5-7#,12.1,36.8,3.24,0,green,http://yourURL?LOCATION=
A9-146-R-1824-2514-48,\s851804,TOMATO WHOLE,12,28 OZ,23.8,24.8,9.73,1,red,http://yourURL?LOCATION=
A9-151-R-1824-2574-0,\s307503,APPLE RINGS DRIED FRUIT,1,22#,22,11.2,38.3,0,green,http://yourURL?LOCATION=
A9-151-R-1824-2574-48,\s836331,PEANUT BUTTER CURL VARIGT,1,45#,45,14.8,125,0,green,http://yourURL?LOCATION=
A9-154-L-2004-2610-0,\s204145,TUB PAN CASHEW JUMBO N/S,12,10 OZ,7.5,1.4,62.55,0,green,http://yourURL?LOCATION=
A9-156-R-1824-2634-48,\s618458,DIP CHEESE MEXICAN CHIPOTLE,12,16 OZ,12,2.2,36.8,0,green,http://yourURL?LOCATION=
A9-159-L-2004-2670-0,\s573200,T-SACK-TOMS FOOD CENTERS,1000,12X7X22,14.72,90.6,20.88,0,green,http://yourURL?LOCATION=
A9-161-R-1824-2694-48,\s812900,SWISS JARLSBERG LOAF NORWAY,2,12#,24,27.4,5.15,0,green,http://yourURL?LOCATION=
A9-164-L-2004-2730-84,\s640300,SACKS HAND UP-HORROCKS FARM,300,1/6-70#,47,65.2,36.76,0,green,http://yourURL?LOCATION=
A9-165-R-1824-2742-48,\s290663,HAM HONEY REDUCED SODIUM,3,4#,12,50.8,3.41,0,green,http://yourURL?LOCATION=
A9-170-R-1824-2802-0,\s938413,OATMEAL CUP DSP 96 PC,96,SHIPPER,28,13.4,132.94,0,green,http://yourURL?LOCATION=
A9-170-R-1824-2802-48,\s283300,BUTTER UNSALTED QUARTERS,18,1#,18,30.6,3.92,0,green,http://yourURL?LOCATION=
A9-175-R-1824-2862-0,\s545410,STRING CHEESE*,4,5#,20,15.8,2.622,0,green,http://yourURL?LOCATION=
A9-17-R-1824-774-48,\s232722,TOMATO PUREE,12,28 OZ,21,54.6,9.73,0,green,http://yourURL?LOCATION=
A9-180-R-1824-2922-0,\s277600,BACON HICKORY SMOKED,24,16 OZ,24,12.8,3.29,1,red,http://yourURL?LOCATION=
A9-180-R-1824-2922-48,\s838620,PIZZA SAUCE WITH BASIL,6,#10 CAN,46,13,21.4,0,green,http://yourURL?LOCATION=
A9-195-L-2004-3138-0,\s644300,TRASH BAG CLEAR .60MIL 30 GAL,250,30X36,11.2,26.6,16.62,0,green,http://yourURL?LOCATION=
A9-195-L-2004-3138-48,\s298100,CREAMER HALF/HALF QUARTS,12,32 OZ,27.3,1168.2,27.58,17,red,http://yourURL?LOCATION=
A9-195-R-1824-3138-0,\s664200,PEPPERONCINI MILD,4,128 OZ,32,14.4,22.67,0,green,http://yourURL?LOCATION=
A9-195-R-1824-3138-48,\s683600,T-SACK-HILLSDALE MKTHOUSE,1000,12X7X22,16.32,38.2,24.81,0,green,http://yourURL?LOCATION=
A9-195-R-1824-3138-84,\s215023,BOLOGNA JUMBO,1,10.3#,10.3,221.4,1.79,0,green,http://yourURL?LOCATION=
A9-199-L-2004-3198-0,\s590119,CHICKEN BREAST OVEN ROASTED,2,5-7#,12.9,61.4,2.7,0,green,http://yourURL?LOCATION=
A9-199-L-2004-3198-48,\s838354,PINEAPPLE TIDBITS IN JUICE,6,#10 CAN,39.75,23.2,25.09,0,green,http://yourURL?LOCATION=
A9-199-L-2004-3198-84,\s281103,T-SACK-FRANKS PIGGLY WIGGLY,1000,13X8X23,21.58,43.6,31.28,1,red,http://yourURL?LOCATION=
A9-199-R-1824-3198-0,\s664100,PEPPERS JALAPENO SLICED,4,128 OZ,36.8,103.2,21.1,2,red,http://yourURL?LOCATION=
A9-199-R-1824-3198-84,\s851904,TOMATO CRUSHED,12,28 OZ,24.1,43.8,9.73,0,green,http://yourURL?LOCATION=
A9-202-L-2004-3246-48,\s562800,FREEZER PAPER 40/5#-MEAT&POULT,1,"18""1000",30,44.4,29.19,0,green,http://yourURL?LOCATION=
A9-202-R-1824-3246-0,\s644689,BAGS BROWN KRAFT 20# SQUAT,500,8X6X14,24.2,36.8,14.77,0,green,http://yourURL?LOCATION=
A9-202-R-1824-3246-84,\s564300,FREEZER PAPER 40/6#-SEAFOOD,1,"18""1000",28,6.8,29.19,0,green,http://yourURL?LOCATION=
A9-206-L-2004-3306-0,\s883104,TRASH BAG- CLEAR .95 MIL,100,38X58,14,72,14.67,0,green,http://yourURL?LOCATION=
A9-206-L-2004-3306-48,\s704142,SOYNUTS ROASTED R/S,1,35#,35,15.6,36.099,0,green,http://yourURL?LOCATION=
A9-206-R-1824-3306-0,\s668600,"PEPPERS RINGS MILD 1/4""",4,128 OZ,36.2,163.2,20.75,2,red,http://yourURL?LOCATION=
A9-206-R-1824-3306-84,\s242914,HAM HONEY TAVERN,2,9#,18,60.8,2.66,0,green,http://yourURL?LOCATION=
